log_date,incident,reported,nature,incident_address,nature_description,date,grouped_nature
07.19.2025,250700933,2025-07-19 06:20:58,ASSIST AGENCY,2684 MONTICELLO,Assist Other Agency,2025-07-19,Welfare/Assist
07.19.2025,250700934,2025-07-19 06:28:11,CODE H SUBJ,1395 FOOTHILL BLVD; TOP SPEED RUNNING,5150 Welfare and Institutions Code Subject,2025-07-19,Welfare/Assist
07.19.2025,250700937,2025-07-19 08:30:31,CODE H SUBJ,F ST & EIGHTH ST,5150 Welfare and Institutions Code Subject,2025-07-19,Welfare/Assist
07.19.2025,250700938,2025-07-19 08:57:48,CODE H SUBJ,SUN ROSE ST & SAN DIMAS CANYON RD,5150 Welfare and Institutions Code Subject,2025-07-19,Welfare/Assist
07.19.2025,250700939,2025-07-19 10:32:20,KEEP THE PEACE,3945 BRADFORD ST # 24,Keep the Peace,2025-07-19,Welfare/Assist
07.19.2025,250700941,2025-07-19 10:40:18,CITIZEN ASST,3460 BENTON AVE; VIA 10-21,Citizen Assist,2025-07-19,Welfare/Assist
07.19.2025,250700942,2025-07-19 11:20:55,PDOBS,2620 FIRST ST; CITY YARDS,Police Department Observed Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700943,2025-07-19 12:23:19,PETTY THEFT RPT,1204 FOOTHILL BLVD; GRILL HOUSE,Petty Theft Report,2025-07-19,Petty Theft
07.19.2025,250700944,2025-07-19 12:36:38,TRAFFIC STOP,WHEELER AVE & BASELINE RD,Traffic Stop,2025-07-19,Traffic Stop
07.19.2025,250700945,2025-07-19 12:55:45,SUSP SUBJ,SAINT ANDRES AVE & OAK RIDGE DR,Suspicious Subjects,2025-07-19,Suspicious Subjects
07.19.2025,250700946,2025-07-19 13:15:55,AREA CHECK,2357 THIRD ST,Area Check,2025-07-19,Other
07.19.2025,250700947,2025-07-19 13:24:02,DISTURB SUBJS,2784 BEECH ST,Disturbance - Subjects,2025-07-19,Disturbance
07.19.2025,250700948,2025-07-19 13:58:17,911 INVEST,4020 KIMBERLY AVE,911 Investigation,2025-07-19,Other
07.19.2025,250700949,2025-07-19 14:15:59,911 INVEST,1950 THIRD ST; ULV,911 Investigation,2025-07-19,Other
07.19.2025,250700950,2025-07-19 14:27:09,CODE H SUBJ,3800 BRADFORD ST; TWIN OAKS MOBILE HOMES,5150 Welfare and Institutions Code Subject,2025-07-19,Welfare/Assist
07.19.2025,250700951,2025-07-19 14:38:56,SUSP SUBJ,2641 MAJELLA AVE,Suspicious Subjects,2025-07-19,Suspicious Subjects
07.19.2025,250700952,2025-07-19 15:11:37,911 INVEST,1479 FOOTHILL BLVD; CVS,911 Investigation,2025-07-19,Other
07.19.2025,250700953,2025-07-19 15:18:24,911 INVEST,2717 ARROW HWY # 85,911 Investigation,2025-07-19,Other
07.19.2025,250700954,2025-07-19 15:27:07,CODE H SUBJ,FOOTHILL BLVD & FRUIT ST,5150 Welfare and Institutions Code Subject,2025-07-19,Welfare/Assist
07.19.2025,250700956,2025-07-19 15:32:43,CITIZEN ASST,5852 VIA DE MANSION; VIA 10-21,Citizen Assist,2025-07-19,Welfare/Assist
07.19.2025,250700955,2025-07-19 15:37:04,DISTURB MUSIC,3830 BIXBY DR,Disturbance - Music,2025-07-19,Disturbance
07.19.2025,250700958,2025-07-19 16:47:28,SUSP CIRCS,877 ARBOR CIR,Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700959,2025-07-19 17:00:09,DISTURB PERSON,2500 DAMIEN AVE # 216,Disturbance - Person,2025-07-19,Disturbance
07.19.2025,250700960,2025-07-19 17:46:48,PETTY THEFT,1410 FOOTHILL BLVD; AUTO ZONE,Petty Theft,2025-07-19,Petty Theft
07.19.2025,250700962,2025-07-19 18:20:01,SPEEDING VEH,2220 FIFTH ST,Speeding Vehicle,2025-07-19,Traffic Enforcement
07.19.2025,250700963,2025-07-19 19:01:20,DISTURB PERSON,2421 FOOTHILL BLVD # 26A,Disturbance - Person,2025-07-19,Disturbance
07.19.2025,250700966,2025-07-19 19:48:10,AREA CHECK,WRIGHT AVE & YEAGER AVE,Area Check,2025-07-19,Other
07.19.2025,250700965,2025-07-19 19:49:36,DISTURB PERSON,2421 FOOTHILL BLVD # 26A,Disturbance - Person,2025-07-19,Disturbance
07.19.2025,250700967,2025-07-19 20:24:19,DISTURB PERSON,2421 FOOTHILL BLVD # 26A,Disturbance - Person,2025-07-19,Disturbance
07.19.2025,250700969,2025-07-19 20:34:01,SUSP CIRCS,1193 OAK RIDGE DR,Suspicious Circumstances,2025-07-19,Suspicious Circumstances
07.19.2025,250700968,2025-07-19 20:46:57,DUI,FRUIT ST & IS210,Driving Under the Influence,2025-07-19,Drug/Alcohol
07.19.2025,250700970,2025-07-19 21:34:52,911 INVEST,1473 FOOTHILL BLVD; REBIRTH GYM,911 Investigation,2025-07-19,Other
07.19.2025,250700971,2025-07-19 21:47:20,BEAR PROB,RIDGEVIEW ST & ORANGEWOOD ST,Bear Problem,2025-07-19,Animal
07.19.2025,250700972,2025-07-19 21:55:29,ASSIST AGENCY,1091 NORTHWESTERN AVE,Assist Other Agency,2025-07-19,Welfare/Assist
07.19.2025,250700973,2025-07-19 22:05:35,WELFARE CHECK,1947 D ST; D STREET SHELL GAS,Welfare Check,2025-07-19,Welfare/Assist
07.19.2025,250700980,2025-07-19 22:24:52,DISTURB MUSIC,2432 HUMMINGBIRD WAY,Disturbance - Music,2025-07-19,Disturbance
07.19.2025,250700975,2025-07-19 22:40:22,PUBLIC INTOX,2210 D ST; BEVERAGE HOUSE,Public Intoxication,2025-07-19,Drug/Alcohol
07.19.2025,250700974,2025-07-19 22:52:28,WELFARE CHECK,2136 THIRD ST; TABERNA INC,Welfare Check,2025-07-19,Welfare/Assist
07.19.2025,250700976,2025-07-19 23:02:57,CITIZEN ASST,3680 D ST; COMMUNITY CENTER,Citizen Assist,2025-07-19,Welfare/Assist
07.19.2025,250700977,2025-07-19 23:15:35,FIGHT IP/JO,2136 THIRD ST; TABERNA INC,Fight In Progress / Just Occurred,2025-07-19,Fight
07.19.2025,250700981,2025-07-19 23:21:44,DISTURB MUSIC,1166 NASHPORT ST,Disturbance - Music,2025-07-19,Disturbance
07.19.2025,250700978,2025-07-19 23:40:24,FIGHT IP/JO,4333 ALISO CIR,Fight In Progress / Just Occurred,2025-07-19,Fight
07.20.2025,250700982,2025-07-20 00:32:50,SUSP SUBJ,2466 HUMMINGBIRD WAY,Suspicious Subjects,2025-07-20,Suspicious Subjects
07.20.2025,250700984,2025-07-20 01:14:47,DISTURB MUSIC,1606 HEATHER DR,Disturbance - Music,2025-07-20,Disturbance
07.20.2025,250700985,2025-07-20 01:42:35,PDOBS,2462 FOOTHILL BLVD; TARGET,Police Department Observed Suspicious Circumstances,2025-07-20,Suspicious Circumstances
07.20.2025,250700986,2025-07-20 02:14:09,CODE H SUBJ,2488 FOOTHILL BLVD # A; AAA,5150 Welfare and Institutions Code Subject,2025-07-20,Welfare/Assist
07.20.2025,250700987,2025-07-20 02:17:10,CODE H SUBJ,2238 FIFTH ST,5150 Welfare and Institutions Code Subject,2025-07-20,Welfare/Assist
07.20.2025,250700989,2025-07-20 04:10:15,SUSP CIRCS,2488 FOOTHILL BLVD # A; AAA,Suspicious Circumstances,2025-07-20,Suspicious Circumstances
07.20.2025,250700990,2025-07-20 09:33:37,PPI,1947 D ST; D STREET SHELL GAS,Impounded Vehicle Private Party,2025-07-20,Impound
07.20.2025,250700991,2025-07-20 09:51:44,HUMANE PROBLEM,4767 DEL MAR CIR,Humane Problem,2025-07-20,Animal
07.20.2025,250700996,2025-07-20 11:11:10,TC HR NON INJ,2755 ARROW HWY # 148; 148,Traffic Collision Hit and Run - Non Injuries,2025-07-20,Traffic Collision
07.20.2025,250700997,2025-07-20 11:42:17,WELFARE CHECK,3620 MORENO AVE # 27,Welfare Check,2025-07-20,Welfare/Assist
07.20.2025,250700998,2025-07-20 11:43:51,CODE H SUBJ,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,5150 Welfare and Institutions Code Subject,2025-07-20,Welfare/Assist
07.20.2025,250700999,2025-07-20 11:56:18,HAIL BY CITIZEN,3800 BRADFORD ST; TWIN OAKS MOBILE HOMES,Hailed by Citizen,2025-07-20,Welfare/Assist
07.20.2025,250701000,2025-07-20 11:57:21,459PC BURGLARY,2409 FIRST ST,Burglary,2025-07-20,Burglary
07.20.2025,250701001,2025-07-20 12:19:36,CITIZEN ASST,4844 HALE AVE,Citizen Assist,2025-07-20,Welfare/Assist
07.20.2025,250701002,2025-07-20 13:05:50,PETTY THEFT RPT,1025 SENTINEL DR,Petty Theft Report,2025-07-20,Petty Theft
07.20.2025,250701003,2025-07-20 13:27:22,CITIZEN ASST,3580 D ST; SKATE PARK; LOBBY,Citizen Assist,2025-07-20,Welfare/Assist
07.20.2025,250701004,2025-07-20 14:15:07,ILLEGAL PARKER,PRAIRIE FALCON DR & ESPERANZA DR,Illegal Parking,2025-07-20,Parking
07.20.2025,250701005,2025-07-20 14:32:42,CODE H SUBJ,1410 FOOTHILL BLVD; AUTO ZONE,5150 Welfare and Institutions Code Subject,2025-07-20,Welfare/Assist
07.20.2025,250701007,2025-07-20 15:24:27,AREA CHECK,SAN DIMAS CANYON RD & PALOMARES AVE,Area Check,2025-07-20,Other
07.20.2025,250701008,2025-07-20 15:59:04,TRAFFIC STOP,SAN DIMAS CANYON RD & ARROW HWY,Traffic Stop,2025-07-20,Traffic Stop
07.20.2025,250701012,2025-07-20 18:21:07,PETTY THEFT,2229 FOOTHILL BLVD; AMAZON FRESH,Petty Theft,2025-07-20,Petty Theft
07.20.2025,250701014,2025-07-20 19:08:52,SPEEDING VEH,ESPERANZA DR & BASELINE RD,Speeding Vehicle,2025-07-20,Traffic Enforcement
07.20.2025,250701016,2025-07-20 19:59:46,AREA CHECK,WILLIAMS AVE & FOOTHILL BLVD,Area Check,2025-07-20,Other
07.20.2025,250701018,2025-07-20 20:35:35,CITIZEN ASST,4917 ELDORADO DR,Citizen Assist,2025-07-20,Welfare/Assist
07.20.2025,250701017,2025-07-20 20:56:02,TRAFFIC STOP,5400 WHEELER AVE; OAK MESA PARK,Traffic Stop,2025-07-20,Traffic Stop
07.20.2025,250701021,2025-07-20 22:03:16,SUSP VEHICLE,2511 FULTON RD,Suspicious Vehicle,2025-07-20,Suspicious Vehicle
07.20.2025,250701020,2025-07-20 22:05:45,DISTURB SUBJS,2078 BLOSSOM LN,Disturbance - Subjects,2025-07-20,Disturbance
07.21.2025,250701023,2025-07-21 00:28:08,911 INVEST,LOMELI LN & WINFIELD AVE,911 Investigation,2025-07-21,Other
07.21.2025,250701024,2025-07-21 00:39:49,TRAFFIC STOP,WHITE AVE & FOOTHILL BLVD,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701029,2025-07-21 03:53:11,BEAR PROB,1103 SANDHURST LN,Bear Problem,2025-07-21,Animal
07.21.2025,250701030,2025-07-21 04:04:42,AREA CHECK,1920 C ST,Area Check,2025-07-21,Other
07.21.2025,250701035,2025-07-21 06:10:23,AREA CHECK,WHITE AVE & BONITA AVE,Area Check,2025-07-21,Other
07.21.2025,250701034,2025-07-21 07:19:48,HAIL BY CITIZEN,THIRD ST & D ST,Hailed by Citizen,2025-07-21,Welfare/Assist
07.21.2025,250701036,2025-07-21 07:30:16,TRAFFIC HAZARD,WHEELER AVE & ARROW HWY,Traffic Hazard,2025-07-21,Traffic Enforcement
07.21.2025,250701037,2025-07-21 08:55:13,SUSP SUBJ,3102 D ST; BONITA HIGH SCHOOL,Suspicious Subjects,2025-07-21,Suspicious Subjects
07.21.2025,250701038,2025-07-21 09:06:19,CODE H SUBJ,1395 FOOTHILL BLVD;HOTWORX,5150 Welfare and Institutions Code Subject,2025-07-21,Welfare/Assist
07.21.2025,250701040,2025-07-21 10:15:49,CITIZEN ASST,3580 D ST; SKATE PARK; LOBBY,Citizen Assist,2025-07-21,Welfare/Assist
07.21.2025,250701041,2025-07-21 10:44:29,FOUND PROP,3175 BOLLING AVE; LAS FLORES PARK; LOBBY,Found Property,2025-07-21,Property
07.21.2025,250701042,2025-07-21 10:54:36,CITIZEN ASST,3720 TOWNE CENTER DR; 711,Citizen Assist,2025-07-21,Welfare/Assist
07.21.2025,250701043,2025-07-21 11:30:59,ASSIST AGENCY,400 CIVIC CENTER PLAZA,Assist Other Agency,2025-07-21,Welfare/Assist
07.21.2025,250701045,2025-07-21 12:00:30,CITIZEN ASST,4551 TYE CIR,Citizen Assist,2025-07-21,Welfare/Assist
07.21.2025,250701044,2025-07-21 12:10:59,AREA CHECK,SEVENTH ST & B ST,Area Check,2025-07-21,Other
07.21.2025,250701046,2025-07-21 12:41:55,FOUND PROP,473 JUNIPER ST; LOBBY,Found Property,2025-07-21,Property
07.21.2025,250701048,2025-07-21 13:25:42,CITIZEN ASST,BONITA AVE & SAN DIMAS CANYON RD; LOBBY,Citizen Assist,2025-07-21,Welfare/Assist
07.21.2025,250701055,2025-07-21 14:31:07,CODE H SUBJ,1024 BONITA AVE,5150 Welfare and Institutions Code Subject,2025-07-21,Welfare/Assist
07.21.2025,250701054,2025-07-21 14:38:50,911 INVEST,2437 MARTES,911 Investigation,2025-07-21,Other
07.21.2025,250701057,2025-07-21 15:42:49,TRAFFIC HAZARD,F ST & BONITA AVE,Traffic Hazard,2025-07-21,Traffic Enforcement
07.21.2025,250701056,2025-07-21 15:44:56,911 INVEST,4743 ARGO CIR,911 Investigation,2025-07-21,Other
07.21.2025,250701059,2025-07-21 16:03:27,SUSP SUBJ,1475 FOOTHILL BLVD; DOLLAR TREE,Suspicious Subjects,2025-07-21,Suspicious Subjects
07.21.2025,250701061,2025-07-21 16:17:22,SUSP SUBJ,2330 FOOTHILL BLVD; STAPLES,Suspicious Subjects,2025-07-21,Suspicious Subjects
07.21.2025,250701060,2025-07-21 16:27:08,CODE H SUBJ,1487 FOOTHILL BLVD; WELLS FARGO BANK,5150 Welfare and Institutions Code Subject,2025-07-21,Welfare/Assist
07.21.2025,250701067,2025-07-21 16:58:42,BARKING DOG,4724 ESPERANZA DR,Barking Dog,2025-07-21,Animal
07.21.2025,250701062,2025-07-21 17:22:53,CODE H SUBJ,CATALINA AVE & BASELINE RD,5150 Welfare and Institutions Code Subject,2025-07-21,Welfare/Assist
07.21.2025,250701063,2025-07-21 17:55:05,CITIZEN ASST,3580 D ST; SKATE PARK,Citizen Assist,2025-07-21,Welfare/Assist
07.21.2025,250701068,2025-07-21 18:25:47,ILLEGAL PARKER,2268 FOOTHILL BLVD; ALDI,Illegal Parking,2025-07-21,Parking
07.21.2025,250701066,2025-07-21 18:39:45,DUI,1422 VIA SEVILLA,Driving Under the Influence,2025-07-21,Drug/Alcohol
07.21.2025,250701064,2025-07-21 18:44:29,911 INVEST,2367 FOOTHILL BLVD; TMOBILE,911 Investigation,2025-07-21,Other
07.21.2025,250701070,2025-07-21 19:30:48,911 INVEST,3737 RAMONA AVE,911 Investigation,2025-07-21,Other
07.21.2025,250701072,2025-07-21 19:55:10,SPEEDING VEH,BENTON AVE & HOLLY OAK ST,Speeding Vehicle,2025-07-21,Traffic Enforcement
07.21.2025,250701071,2025-07-21 19:57:08,TRAFFIC STOP,2200 D ST,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701073,2025-07-21 20:03:33,TRAFFIC STOP,FAIRPLEX DR & ARROW HWY,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701075,2025-07-21 21:54:49,TRAFFIC STOP,FRUIT ST & BOWDOIN ST,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701077,2025-07-21 22:13:25,TRAFFIC STOP,ARROW HWY & SAN DIMAS CANYON RD,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701078,2025-07-21 22:35:44,SUSP CIRCS,2165 D ST; ULV VISTA LA VERNE,Suspicious Circumstances,2025-07-21,Suspicious Circumstances
07.21.2025,250701079,2025-07-21 22:58:49,TRAFFIC STOP,WRIGHT AVE & EARHART CT,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701081,2025-07-21 23:11:14,TRAFFIC STOP,FRUIT ST & BOWDOIN ST,Traffic Stop,2025-07-21,Traffic Stop
07.21.2025,250701083,2025-07-21 23:34:29,BIKE TRAFFIC,ARROW HWY & A ST,Bicycle Traffic Stop,2025-07-21,Traffic Enforcement
07.22.2025,250701085,2025-07-22 00:19:50,TRAFFIC STOP,BONITA AVE & G ST,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701093,2025-07-22 04:31:26,WELFARE CHECK,1395 FOOTHILL BLVD,Welfare Check,2025-07-22,Welfare/Assist
07.22.2025,250701094,2025-07-22 05:07:56,TRAFFIC STOP,2100 D ST,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701095,2025-07-22 06:58:15,TRAFFIC STOP,PALOMARES AVE & WHEELER AVE,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701097,2025-07-22 07:47:14,459PC BURGLARY,2357 FOOTHILL BLVD,Burglary,2025-07-22,Burglary
07.22.2025,250701098,2025-07-22 08:48:57,PDOBS,2210 D ST; BEVERAGE HOUSE,Police Department Observed Suspicious Circumstances,2025-07-22,Suspicious Circumstances
07.22.2025,250701101,2025-07-22 09:39:43,SUSP SUBJ,2909 ARROW HWY # 1,Suspicious Subjects,2025-07-22,Suspicious Subjects
07.22.2025,250701103,2025-07-22 10:19:40,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701106,2025-07-22 10:52:14,CODE H SUBJ,1395 FOOTHILL BLVD; HOTWORKS,5150 Welfare and Institutions Code Subject,2025-07-22,Welfare/Assist
07.22.2025,250701107,2025-07-22 10:53:04,ABAND VEH,2424 PEPPER ST,Abandoned Vehicle,2025-07-22,Parking
07.22.2025,250701109,2025-07-22 11:49:44,TRAFFIC HAZARD,FOOTHILL BLVD & WHITE AVE,Traffic Hazard,2025-07-22,Traffic Enforcement
07.22.2025,250701110,2025-07-22 12:09:55,TRESPASS,971 BASELINE RD,Trespassing,2025-07-22,Trespass/Solicitor
07.22.2025,250701111,2025-07-22 12:53:48,BATTERY IP/JO,919 FOOTHILL BLVD; MR DS DINER,Battery In Progress / Just Occurred,2025-07-22,Battery
07.22.2025,250701112,2025-07-22 13:02:19,ASSIST AGENCY,860 S FORESTDALE AVE,Assist Other Agency,2025-07-22,Welfare/Assist
07.22.2025,250701113,2025-07-22 13:31:02,ABAND VEH,3805 CHELSEA DR,Abandoned Vehicle,2025-07-22,Parking
07.22.2025,250701114,2025-07-22 13:36:18,WELFARE CHECK,971 BASELINE RD,Welfare Check,2025-07-22,Welfare/Assist
07.22.2025,250701116,2025-07-22 14:22:28,PPI,2855 FOOTHILL BLVD; LA VERNE VILLAGE APTS,Impounded Vehicle Private Party,2025-07-22,Impound
07.22.2025,250701117,2025-07-22 14:58:01,PETTY THEFT,1922 FAIRPLEX DR; FAIRPLEX LIQUOR,Petty Theft,2025-07-22,Petty Theft
07.22.2025,250701120,2025-07-22 15:04:44,CODE H SUBJ,1572 FOOTHILL BLVD; PET FOOD EXPRESS,5150 Welfare and Institutions Code Subject,2025-07-22,Welfare/Assist
07.22.2025,250701119,2025-07-22 15:22:57,BIKE TRAFFIC,WHITE AVE & DURWARD WAY,Bicycle Traffic Stop,2025-07-22,Traffic Enforcement
07.22.2025,250701121,2025-07-22 15:26:19,CODE H SUBJ,1375 FOOTHILL BLVD; SPROUTS,5150 Welfare and Institutions Code Subject,2025-07-22,Welfare/Assist
07.22.2025,250701122,2025-07-22 16:06:14,TRAFFIC ENFORCE,2300 BONITA AVE,Traffic Enforcement,2025-07-22,Traffic Enforcement
07.22.2025,250701123,2025-07-22 16:41:21,WELFARE CHECK,925 EASTGLEN DR,Welfare Check,2025-07-22,Welfare/Assist
07.22.2025,250701124,2025-07-22 17:01:24,SOLICITOR,2090 FOOTHILL BLVD; STATER BROS,Solicitor,2025-07-22,Trespass/Solicitor
07.22.2025,250701129,2025-07-22 17:03:37,CODE H SUBJ,BRADFORD ST & FOOTHILL BLVD,5150 Welfare and Institutions Code Subject,2025-07-22,Welfare/Assist
07.22.2025,250701125,2025-07-22 17:56:02,911 INVEST,1950 THIRD ST,911 Investigation,2025-07-22,Other
07.22.2025,250701127,2025-07-22 18:18:25,AREA CHECK,3125 WHITE AVE,Area Check,2025-07-22,Other
07.22.2025,250701130,2025-07-22 19:48:00,911 INVEST,2705 MOUNTAIN VIEW DR; HILLCREST HOMES,911 Investigation,2025-07-22,Other
07.22.2025,250701131,2025-07-22 19:56:18,TRAFFIC STOP,1399 FOOTHILL BLVD; BANK OF AMERICA,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701132,2025-07-22 20:10:24,TRAFFIC STOP,BASELINE RD & FOOTHILL BLVD,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701135,2025-07-22 21:48:41,TRAFFIC STOP,WHEELER AVE & TABOR LN,Traffic Stop,2025-07-22,Traffic Stop
07.22.2025,250701136,2025-07-22 22:13:43,AREA CHECK,3751 HELENA CIR,Area Check,2025-07-22,Other
07.22.2025,250701137,2025-07-22 22:29:04,CITIZEN ASST,2061 THIRD ST; LVPD,Citizen Assist,2025-07-22,Welfare/Assist
07.22.2025,250701138,2025-07-22 22:43:57,SUSP CIRCS,2234 ARROW HWY; SMARTSTOP SELF STORAGE,Suspicious Circumstances,2025-07-22,Suspicious Circumstances
07.22.2025,250701140,2025-07-22 23:20:40,AREA CHECK,VISTA DEL SOL & STEPHENS RANCH RD,Area Check,2025-07-22,Other
07.22.2025,250701141,2025-07-22 23:20:43,AREA CHECK,2120 FOOTHILL BLVD,Area Check,2025-07-22,Other
07.23.2025,250701147,2025-07-23 04:44:58,AREA CHECK,2337 FIFTH ST,Area Check,2025-07-23,Other
07.23.2025,250701148,2025-07-23 04:50:50,AREA CHECK,2337 FIFTH ST,Area Check,2025-07-23,Other
07.23.2025,250701149,2025-07-23 08:00:35,TRAFFIC STOP,1000 BASELINE RD,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701151,2025-07-23 08:40:18,CODE H SUBJ,2070 WHITE AVE; HAAKER EQUIPMENT CO,5150 Welfare and Institutions Code Subject,2025-07-23,Welfare/Assist
07.23.2025,250701152,2025-07-23 09:26:47,TRAFFIC STOP,GOLDEN HILLS RD & WHEELER AVE,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701154,2025-07-23 09:41:31,TRAFFIC STOP,FOOTHILL BLVD & TOWNE CENTER DR,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701157,2025-07-23 11:51:53,911 INVEST,2582 VISTA DEL SOL,911 Investigation,2025-07-23,Other
07.23.2025,250701159,2025-07-23 12:06:18,911 INVEST,842 BONITA AVE,911 Investigation,2025-07-23,Other
07.23.2025,250701160,2025-07-23 12:35:56,TRAFFIC STOP,WHEELER AVE & OAK MESA DR,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701161,2025-07-23 12:56:10,TRAFFIC STOP,900 BASELINE RD,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701163,2025-07-23 13:17:32,AREA CHECK,WHEELER AVE & ARROW HWY,Area Check,2025-07-23,Other
07.23.2025,250701165,2025-07-23 14:22:49,DUI,WHITE AVE & EIGHTH ST,Driving Under the Influence,2025-07-23,Drug/Alcohol
07.23.2025,250701166,2025-07-23 15:42:30,TRAFFIC ENFORCE,FULTON RD & BONITA AVE,Traffic Enforcement,2025-07-23,Traffic Enforcement
07.23.2025,250701167,2025-07-23 15:50:52,470 PC FRAUD,1604 FOOTHILL BLVD; VONS GAS,Fraud Report,2025-07-23,Fraud
07.23.2025,250701168,2025-07-23 15:56:57,PDOBS,WHEELER AVE & FOOTHILL BLVD,Police Department Observed Suspicious Circumstances,2025-07-23,Suspicious Circumstances
07.23.2025,250701169,2025-07-23 16:14:38,TC HR NON INJ,WHITE AVE & BONITA AVE,Traffic Collision Hit and Run - Non Injuries,2025-07-23,Traffic Collision
07.23.2025,250701171,2025-07-23 16:33:52,911 INVEST,1375 FOOTHILL BLVD; SPROUTS,911 Investigation,2025-07-23,Other
07.23.2025,250701172,2025-07-23 16:54:37,CODE H SUBJ,2525 WHITE AVE; LINCOLN PARK,5150 Welfare and Institutions Code Subject,2025-07-23,Welfare/Assist
07.23.2025,250701173,2025-07-23 17:12:44,SUSP CIRCS,2327 SIXTH ST,Suspicious Circumstances,2025-07-23,Suspicious Circumstances
07.23.2025,250701174,2025-07-23 17:33:44,TRAFFIC STOP,WHITE AVE & SEVENTH ST,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701177,2025-07-23 18:03:25,PETTY THEFT,2229 FOOTHILL BLVD; AMAZON FRESH,Petty Theft,2025-07-23,Petty Theft
07.23.2025,250701178,2025-07-23 18:43:29,CODE H SUBJ,GOLDEN HILLS RD & WHEELER AVE,5150 Welfare and Institutions Code Subject,2025-07-23,Welfare/Assist
07.23.2025,250701179,2025-07-23 19:07:42,TRAFFIC STOP,ARROW HWY & FAIRPLEX DR,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701180,2025-07-23 20:58:57,911 INVEST,639 LAVENDER PL,911 Investigation,2025-07-23,Other
07.23.2025,250701181,2025-07-23 21:26:58,CODE H SUBJ,2120 FOOTHILL BLVD,5150 Welfare and Institutions Code Subject,2025-07-23,Welfare/Assist
07.23.2025,250701183,2025-07-23 22:11:06,TRAFFIC STOP,FOOTHILL BLVD & CHELSEA DR,Traffic Stop,2025-07-23,Traffic Stop
07.23.2025,250701184,2025-07-23 22:22:07,DISTURB NOISE,LAS FLORES PARK,Disturbance - Noise,2025-07-23,Disturbance
07.23.2025,250701185,2025-07-23 22:49:12,TRAFFIC STOP,FRUIT ST & FOOTHILL BLVD,Traffic Stop,2025-07-23,Traffic Stop
07.24.2025,250701186,2025-07-24 00:24:07,CITIZEN ASST,2204 FOOTHILL BLVD; RUBIOS,Citizen Assist,2025-07-24,Welfare/Assist
07.24.2025,250701187,2025-07-24 01:07:10,594PC VANDALISM,2257 FIFTH ST,Vandalism,2025-07-24,Vandalism
07.24.2025,250701188,2025-07-24 02:03:27,AREA CHECK,2855 FOOTHILL BLVD # A101; GUANATOS TACOS,Area Check,2025-07-24,Other
07.24.2025,250701189,2025-07-24 04:22:43,SUSP VEHICLE,6858 ANGUS DR,Suspicious Vehicle,2025-07-24,Suspicious Vehicle
07.24.2025,250701191,2025-07-24 07:40:29,SUSP VEHICLE,1975 NINTH ST,Suspicious Vehicle,2025-07-24,Suspicious Vehicle
07.24.2025,250701192,2025-07-24 08:13:07,TRAFFIC STOP,E ST & FIRST ST,Traffic Stop,2025-07-24,Traffic Stop
07.24.2025,250701193,2025-07-24 08:27:16,TRAFFIC STOP,ARROW HWY & E ST,Traffic Stop,2025-07-24,Traffic Stop
07.24.2025,250701194,2025-07-24 08:53:00,TRAFFIC STOP,SECOND ST & E ST,Traffic Stop,2025-07-24,Traffic Stop
07.24.2025,250701195,2025-07-24 09:13:38,TRAFFIC STOP,FOOTHILL BLVD & EMERALD AVE,Traffic Stop,2025-07-24,Traffic Stop
07.24.2025,250701196,2025-07-24 09:13:46,FOUND PROP,2111 BONITA AVE; FIRST CITIZENS BANK; LOBBY,Found Property,2025-07-24,Property
07.24.2025,250701197,2025-07-24 09:45:31,CODE H SUBJ,RR & FULTON RD,5150 Welfare and Institutions Code Subject,2025-07-24,Welfare/Assist
